psro_40c,psro
8.523995745,8.056640424
,
,
8.214286022,7.812499779
8.229631386,7.769252255
,7.723214429
,7.858538473
8.437499831,7.915736643
,7.670200412
,
,
,7.94503352
,7.666015392
,7.830636313
8.353795086,7.820870687
,7.806919174
,7.843192242
,7.904575432
,7.562778528
,7.476283481
,7.374442203
,
,8.178013822
,8.27567008
,8.46261082
9.055524559,8.588170106
9.030412702,8.540735827
,8.525390463
,8.405412651
,8.244977617
8.710937353,8.232421689
8.483537657,8.03013385
,7.953403561
,8.225446366
,8.236607577
,8.433313943
,8.558873228
,8.607701357
,8.738839513
,8.469587011
8.796037683,8.327287644
,8.293805746
8.567243269,8.097098513
,8.04129506
,7.936663479
,8.133370713
,8.324498209
,8.504464494
,8.618860833
9.089006457,8.620256418
,8.543526997
,8.39285759
,8.297990767
,8.133370713
,
,7.70647348
,7.826450425
,8.024553244
,8.261718566
,8.415178276
,8.406808236
,8.413782691
8.63560265,8.15987642
8.423548317,7.94921854
,7.854352585
,
,7.755301609
,7.926897853
,8.120813917
,8.291015444
,8.364954562
,8.307756393
,8.058036009
,7.854352585
,7.787387922
,7.772042558
,7.843192242
,7.988281044
,8.203124811
,8.236607577
,8.129185693
,7.979911003
,7.843192242
,7.862723493
,7.953403561
,8.187779448
,8.295201331
,8.297990767
,8.249162638
,8.175223519
,7.970145377
,7.991071346
,8.133370713
,8.053850122
,8.787667642
,8.953683281
,8.847656115
,8.761161068
,8.865792649
,8.935546747
,9.042968631
,9.042968631
,8.953683281
,8.775110846
,8.624442306
,8.902063982
,8.88253273
9.327567364,8.850446417
,9.035993308
,8.969029512
,8.853235853
,8.751395442
,8.553292623
,8.196149488
,8.300781069
,8.232421689
,8.155692267
,8.303571372
,8.34402946
,8.165457893
8.48632796,8.06640605
,7.907366602
,8.477957919
,8.289620726
8.830915166,8.360770409
,8.296595182
,8.164062308
,8.274274495
,8.291015444
,8.03013385
,8.060826312
,8.003626408
,
,8.815568935
,9.016462056
,9.095982648
9.627510594,9.153180818
,9.079240831
,9.11690775
,8.99972024
,8.76395137
9.284318973,8.836495771
,8.78906236
,8.664899527
,8.934152029
9.457310803,8.991350199
,9.164342028
,9.263392137
9.786551777,9.312220266
,9.532645506
9.573102727,9.130859263
,8.99972024
,9.042968631
9.361048395,8.907645455
,8.839286074
,8.554687341
9.288504861,8.861607628
9.503348629,9.020647077
9.726562437,9.253626511
,9.39453116
,9.421037735
,9.236886429
9.592633979,9.135045151
,9.015067339
,8.861607628
,8.535156089
,8.352399501
,8.572823874
,8.794642098
,9.044364216
9.694475257,9.20898427
,9.214564008
,9.09179676
,8.893693941
9.148995797,8.685826364
,8.577008895
,8.284040121
,8.477957919
,8.701171728
,8.936942332
,9.17689709
9.677734308,9.1880583
9.391740857,8.922990818
,8.692801687
8.936942332,8.48632796
,8.437499831
,8.491907698
9.158761423,8.69977701
,8.864397064
9.532645506,9.06668577
,9.062499883
9.234095259,8.762555785
,8.597935731
,8.412388841
,8.33286825
,8.734654493
,9.082031134
,9.18387328
,9.114118314
,8.943917655
,8.776506431
,8.415178276
,8.860212043
,8.90624987
,8.710937353
,7.806919174
,7.845981677
,7.654855048
,8.005021993
,7.968749792
,7.929687289
8.306360808,7.847377262
,7.742745681
,7.558593508
,
,7.904575432
,8.016183203
,7.978515418
8.380301661,7.918526945
,7.871093534
,7.798549133
,7.558593508
,
,
,
,7.539062256
,
,
,
,
,
,
,
,7.636718515
,7.421874747
,7.526507195
,
,
,
,
,
,
,
,
,7.882254745
,7.968749792
8.501673324,8.069196353
,8.102678251
,7.982700438
,7.861327908
,7.698102572
,7.512555682
,
,
,
,7.928292571
,7.956194731
,8.097098513
,8.102678251
,8.011998183
,8.059430727
,7.772042558
,7.622767868
,7.568359134
,
,
,7.710658501
,7.896205391
,8.003626408
,8.097098513
,8.024553244
,7.938058197
,7.81947597
,7.717633824
,7.569754719
,7.381417526
,
,
,7.656249766
,7.777622296
,7.88504418
,7.855747303
,7.776227579
,7.734374773
,7.551618185
,
,
,
,7.559989093
,7.677176603
,7.784598487
,7.820870687
,7.76367165
,7.635323797
,7.445591019
,
,
,
,7.618582848
,7.682757208
,7.744140398
,7.713448803
,7.51674157
,
,
,
,7.720424126
,7.818080385
,7.774832861
,7.713448803
8.003626408,7.587890386
,7.449776907
,
,
,7.58510095
,
8.964843624,8.489118263
,8.512834535
,8.39285759
9.040178328,8.551897038
,8.565848551
,8.537946392
,8.510045099
,8.434709528
8.726282717,8.309151978
,8.182198842
8.843470227,8.380301661
,8.519810725
,8.497489171
,8.470982596
,8.48632796
8.800223571,8.373326338
8.604911055,8.18359356
,8.035714455
,
,7.81947597
,7.907366602
8.226841951,7.820870687
,7.695312269
,7.829241595
,
,
,
,
,8.053850122
,7.851562282
,7.958984166
,7.88085916
,7.686942229
,
,
,
,
,
,
,8.222656063
,8.447265457
,8.641183255
,8.663504809
8.989954614,8.554687341
8.934152029,8.507254797
,8.357980107
8.525390463,8.134765431
,8.164062308
,8.084542584
,7.982700438
,8.281249818
8.846261397,8.377511358
9.11969892,8.667688962
,8.729073887
9.186662715,8.749999857
,8.878348577
8.896484244,8.480748222
,8.351004784
,8.356584522
,8.232421689
,8.164062308
,7.946429105
,8.272879777
,8.564452966
,8.736048343
9.291295164,8.850446417
,8.800223571
9.083426719,8.664899527
8.890904506,8.487723545
,8.409598538
,8.235211992
,7.915736643
,7.714843521
8.341239158,7.978515418
8.705357615,8.267298304
8.94252207,8.504464494
9.055524559,8.642577973
9.012277036,8.597935731
,8.544921715
8.730468605,8.323102624
8.557477643,8.140345169
,7.247489067
,
,7.862723493
,8.150110795
8.819754822,8.384485814
,8.539341977
8.952287696,8.52260016
,8.387276984
,8.175223519
,7.9771207
,7.854352585
,7.88504418
8.568638854,8.12639539
,8.317522018
8.904855152,8.466796708
8.90624987,8.465401991
,8.264508869
8.489118263,8.084542584
,7.886439765
,7.815290082
8.649553296,8.187779448
8.973214533,8.51423012
,8.602120752
9.017857641,8.550501453
8.832310751,8.427734205
,8.257532679
,7.935267894
,8.33705327
,8.373326338
,8.236607577
,8.383091964
,8.526786048
,8.466796708
,8.376115773
,8.445870739
,8.487723545
,8.592355126
,8.491907698
,8.558873228
8.690011384,8.491907698
,8.268693889
8.818359237,8.416573862
,8.465401991
8.823938975,8.498883888
,8.867187366
8.878348577,8.736048343
,8.588170106
,8.208704549
,8.071985788
,
8.271484192,7.947823823
,7.904575432
8.131975128,7.836216051
,7.971540095
,7.985491608
,7.728794167
,7.580915062
,
,8.077567261
,7.806919174
,7.972934812
,7.982700438
,7.91294634
,7.954799146
,7.963169187
,7.686942229
,7.600446314
,7.499999753
,
,8.274274495
8.828124863,8.410993256
,8.664899527
9.143415192,9.086217022
9.072265508,8.969029512
,8.952287696
8.868582951,8.542131412
,9.031808287
,8.366350147
,8.391462004
,8.143136339
8.743024534,8.385881399
,8.373326338
9.022042662,8.920201383
,8.943917655
9.121093637,8.888114203
,8.91741108
8.924386404,8.784876472
8.857421741,8.957868301
,8.606305772
,8.553292623
,8.512834535
,8.080357564
,8.288225141
8.889508921,8.543526997
,8.741629816
,9.390345272
,8.943917655
9.054129842,9.574498312
,9.282923388
,8.583984218
8.690011384,8.470982596
,8.016183203
,7.88783535
,7.995257234
8.590959541,8.242187315
8.857421741,8.491907698
,8.744420119
,8.91741108
,8.88113888
,8.359374824
,8.108258856
,8.024553244
,
,7.876674139
,8.349609199
,8.34402946
,8.641183255
,8.734654493
8.850446417,8.719308262
,8.288225141
,8.025948829
,7.958984166
,
,8.062220162
,8.201730094
,8.606305772
,8.854631438
,8.674665153
,8.533761371
,8.18359356
,
,8.101282666
,8.357980107
,8.676060738
,8.458426667
,8.57979833
,8.496093586
,
,8.186383863
,8.253348525
,8.190568883
,9.040178328
,9.148995797
,9.239676732
,9.111328012
9.557756496,9.140624889
,9.189453018
,9.098772083
,9.016462056
,8.88253273
,8.648157711
,9.070870791
,9.257812399
,9.204798382
,9.139230171
,9.274553348
,9.031808287
,8.830915166
,8.51423012
,8.42912979
8.939732635,8.537946392
,8.634207932
,8.577008895
,8.437499831
,8.497489171
,8.427734205
,8.136161016
,7.866908514
,7.624163453
9.328962082,8.934152029
,8.606305772
,8.727678302
,8.673270435
,8.475167616
,8.437499831
,8.40122763
,8.027343547
,7.85993319
,7.70228846
,
,9.24525647
,9.421037735
,9.469865864
,9.744698104
,9.321985892
,9.870256522
,9.093192345
,8.744420119
,8.97460925
,8.595145429
,8.274274495
,9.370814021
,9.308036113
,10.02650654
,9.51171867
,9.594029564
,9.592633979
,9.035993308
,9.393136442
,8.861607628
,8.837890489
,8.627232609
,9.18387328
,9.202008947
,9.739118366
,9.64006739
,9.42661834
,9.348493334
,9.412667694
,9.395926745
,9.211774572
,8.861607628
,8.221261345
,8.839286074
,8.957868301
,9.18526713
,9.161551726
,9.077845246
,9.270368327
,9.607979343
,9.250837076
,9.100167668
,7.82366099
,
,8.8490517
,9.27734365
,9.031808287
,9.345703031
,9.215959593
,9.068079621
,8.920201383
,8.402623215
,8.606305772
,8.812779499
,9.00669643
,8.869977669
,9.27734365
,9.234095259
,8.950892111
,8.952287696
,8.431920093
,
,8.966239209
,9.416852714
,9.331751517
,9.171317351
,9.114118314
,9.112723597
,
,9.042968631
,8.994140502
,8.666295112
,7.82366099
,7.876674139
,
,7.872489119
8.203124811,7.898995694
8.187779448,7.85993319
,7.868304099
,7.749721004
7.928292571,7.586495668
,
,7.76367165
,7.872489119
8.236607577,7.862723493
8.09849323,7.784598487
,7.787387922
,7.70228846
,7.529296631
,7.388392849
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,7.664620674
,7.845981677
,7.961774469
,8.018973506
,7.919921663
,7.845981677
,7.654855048
,7.459542532
,7.502790056
,7.437220978
,
,7.712054086
8.148716944,7.780413466
,7.992466064
,8.118024482
,8.074776958
8.484933242,8.122209502
,7.762276932
,7.649274443
,7.643694705
,7.572544154
,
,
,7.709262916
,7.918526945
,8.09430821
,8.129185693
,8.092912625
,7.935267894
,7.772042558
,7.709262916
,7.608817222
,
,
,7.458147815
8.024553244,7.689731664
,7.898995694
,7.924106683
,7.938058197
,7.85993319
,7.624163453
,
,
,
,
,7.625558171
8.143136339,7.776227579
,7.858538473
,7.852957867
,7.739955378
,7.499999753
,7.37583692
,
,
,7.599051596
,7.731585337
,7.826450425
,7.785993204
,7.61021194
,7.462332835
,
,
,
8.204520396,7.88504418
,7.971540095
,7.900390411
,7.742745681
,7.580915062
,
,7.737165075
,7.739955378
,
,8.567243269
,8.736048343
,8.553292623
,8.542131412
,8.561662664
,8.592355126
,8.634207932
8.909040172,8.575614177
,8.593749844
,8.761161068
8.769531108,8.395647025
,8.574218592
8.984374876,8.544921715
,8.510045099
,8.597935731
8.946707958,8.590959541
,8.367745732
,8.708147051
,
,
,7.911551622
8.203124811,7.901785996
,7.840401939
,7.989676629
,8.016183203
,7.781808184
,7.58510095
,7.406529383
,8.171037631
,7.829241595
,7.953403561
,7.958984166
,7.873883837
,7.960379751
,7.978515418
,7.696707854
,7.565569699
,7.451171624
,
,8.366350147
,8.443079569
8.948102676,8.571428289
,8.719308262
,8.650948881
,8.628626459
,8.532365786
,8.570032704
,8.362165127
,8.295201331
,8.314732583
,8.491907698
,8.405412651
,8.610490793
,8.734654493
,8.702567313
,9.221540198
,8.784876472
,8.660714507
8.818359237,9.111328012
,8.684430779
,8.465401991
,8.116629764
,8.324498209
,8.507254797
,8.681640476
,8.949498261
,8.878348577
,8.681640476
,8.946707958
,9.148995797
,8.597935731
,7.992466064
,7.893415088
,8.077567261
,8.21149572
,8.444475154
,8.583984218
,9.376395493
,9.133649566
8.645368275,9.037388893
,8.526786048
,8.494698868
,
,7.961774469
,8.129185693
,8.271484192
,8.748605139
8.854631438,8.529576351
,9.12388394
,8.623046721
,8.21149572
,7.993861649
,7.894809806
,8.084542584
,8.166852611
,8.743024534
,8.610490793
,8.914620778
8.507254797,8.145926642
8.388671702,8.663504809
,8.053850122
,8.067801635
,8.362165127
,8.663504809
,8.571428289
,8.93833705
,8.357980107
,8.162667591
,8.256138828
,8.387276984
8.473772031,8.168248196
,8.457031082
,8.558873228
,8.320312321
,8.523995745
,8.599329582
,8.567243269
,8.535156089
,8.475167616
,8.244977617
,8.024553244
,8.521204575
,8.596540146
,8.642577973
,8.570032704
,8.530970201
,8.48632796
,8.260323849
,7.996651952
,
,
,8.069196353
,8.002232557
,7.869698816
,7.960379751
,7.865512929
,7.639508817
,
,
,8.325892059
,8.067801635
,8.119420067
,8.056640424
,7.875278554
,7.883649462
,7.818080385
,7.543247277
,
,
,
,8.570032704
,8.73186419
,8.773716996
,9.335937405
,8.616071398
,8.81417335
,8.99972024
,9.250837076
,8.519810725
,8.038504758
,7.872489119
,8.650948881
,9.058313995
,9.467076428
,8.960657737
,9.178292675
,8.945312373
,9.202008947
,8.863001479
,9.080636416
,8.663504809
,8.084542584
,8.328683229
,8.550501453
,8.790457945
,9.181082977
,9.513114255
,8.829520448
,8.980188988
,9.104352688
,8.69559199
,8.141740754
,7.841796657
,8.081751414
,8.217076325
,8.500279473
,8.476562334
,9.673548421
,8.842076377
,9.035993308
,8.258928264
,8.36914045
,7.836216051
,
,8.065011332
,8.233817274
,8.341239158
,8.872767104
,8.475167616
,8.88253273
,8.095702928
,8.447265457
,7.745535983
,8.007812295
,8.840680792
,8.228235801
,8.744420119
,9.089006457
,8.722098564
,7.998046669
,8.15848257
,7.779017881
,8.222656063
,8.540735827
,8.754185744
,8.408202953
,8.790457945
,8.109654441
,7.869698816
,8.254743243
,8.246373202
,8.046874798
,9.008092015
,9.083426719
,8.989954614
,8.980188988
,9.095982648
,9.077845246
9.587053373,9.137834586
,9.055524559
,8.892298356
,8.729073887
,8.830915166
,9.020647077
,9.040178328
,9.027623267
,9.144810777
9.467076428,8.991350199
,8.797433268
9.031808287,8.669084547
,8.477957919
,8.342633875
8.899274546,8.427734205
,8.348214481
,8.257532679
,8.409598538
,8.331473532
,8.069196353
,7.988281044
,7.798549133
,8.585379803
,8.42912979
,8.521204575
,8.468192293
,8.303571372
,8.417968579
,8.323102624
,7.978515418
,7.933872309
,7.898995694
,
9.253626511,8.828124863
,9.125279525
,9.298270487
,9.386161119
9.751673427,9.288504861
,9.298270487
,9.090402042
,8.76395137
,8.828124863
9.148995797,8.769531108
9.023437379,8.624442306
,8.93833705
9.518693993,9.070870791
9.817243372,9.331751517
9.910713743,9.474051751
,9.521484295
10.17438564,9.739118366
,9.321985892
,9.058313995
,9.083426719
,8.911829608
,8.809989197
,8.551897038
,8.949498261
,9.22014548
,9.439173401
10.06835934,9.599609302
,9.609374928
,9.408482674
,9.252232661
9.577287748,9.147600212
,8.946707958
,8.510045099
,8.261718566
9.022042662,8.57979833
,8.888114203
9.598213717,9.165735879
9.85072527,9.377790211
,9.36244398
,9.295480184
,9.019251492
9.210379855,8.811383914
,8.649553296
,
,8.434709528
,8.766740806
9.471261449,9.024832964
,9.261998286
9.72237655,9.280133953
,9.06668577
,8.823938975
,8.611886378
,8.498883888
,8.366350147
,8.702567313
,8.941126485
,9.22014548
9.669364268,9.210379855
,8.921595233
9.154576403,8.730468605
,8.496093586
,8.353795086
,8.741629816
9.610770513,9.165735879
,9.331751517
9.726562437,9.282923388
,9.101562386
9.264787722,8.88113888
,8.482142072
,8.991350199
,9.027623267
,8.791852663
,8.204520396
,8.278459515
,8.140345169
,8.162667591
,8.111048291
,8.200334509
,8.2435829
,8.205915114
,8.059430727
,
,8.111048291
,8.168248196
,8.136161016
,8.180803257
8.784876472,8.295201331
8.734654493,8.270089474
,8.058036009
,7.90876132
,
,7.590680688
,7.663225957
,7.587890386
,7.539062256
,7.731585337
,7.721819711
,
,
,
,7.960379751
,7.682757208
,7.745535983
,7.652064746
,7.603236617
,7.745535983
,7.744140398
,
,
,
,
,8.236607577
,8.304966957
8.876952992,8.357980107
,8.447265457
8.875558274,8.39704261
8.900670132,8.438895416
,8.342633875
,8.152901965
8.571428289,8.150110795
,8.056640424
,7.929687289
8.620256418,8.193359186
8.681640476,8.21149572
,8.36914045
,8.42912979
,8.487723545
9.11690775,8.649553296
,8.383091964
,8.284040121
8.734654493,8.278459515
,8.108258856
,8.115234179
,7.862723493
8.535156089,8.060826312
,8.171037631
,8.378906076
,8.504464494
,8.528180766
,8.422154467
,8.341239158
8.708147051,8.254743243
,8.088727604
,
,
,7.712054086
,7.876674139
,8.111048291
8.723493282,8.204520396
8.749999857,8.265904454
,8.27706393
,8.077567261
8.346818896,7.88085916
,7.774832861
,
,
8.225446366,7.730189752
8.42912979,7.919921663
,8.141740754
,8.231026971
8.604911055,8.162667591
8.388671702,7.914341058
8.189173298,7.703683178
,7.654855048
,
,7.677176603
,7.75948663
,7.993861649
,8.028739132
8.39425144,7.925502268
,7.794364113
,7.663225957
,
,
,7.896205391
8.553292623,8.051060686
8.577008895,8.067801635
,8.03431887
8.417968579,7.932477592
,
,
,
,
,8.092912625
,8.214286022
,8.178013822
,8.045480081
,8.102678251
,8.189173298
,8.21568074
,8.235211992
,8.123605087
,8.018973506
,7.933872309
,8.106864138
,8.108258856
,8.186383863
,8.186383863
,8.15987642
,8.028739132
,8.006417578
,
,
,
,
,
,
,
,
,
,
,7.818080385
,
,
,
,
,
,
,
,
,
,
,8.095702928
,8.257532679
,8.378906076
,8.440290134
,8.356584522
,8.349609199
,8.295201331
,8.063615747
,8.176618237
,8.141740754
,8.085937302
,8.164062308
,8.232421689
,8.452845195
,8.551897038
,8.557477643
,8.777902016
,8.431920093
,8.34402946
,8.381696379
,8.288225141
,8.25195294
,
,8.155692267
,8.380301661
,8.572823874
,8.724888867
,8.722098564
,8.599329582
,8.496093586
,8.436105113
,8.293805746
,
,
,7.854352585
,8.101282666
,8.381696379
,8.57840448
,8.533761371
,8.490513848
,8.31194228
,8.145926642
,8.003626408
,
,7.741350963
,8.042688911
,8.303571372
,8.533761371
,8.517020422
,8.33286825
,
,7.975725982
,7.889230068
,
,7.950614125
,8.217076325
,8.413782691
,8.409598538
,8.161272005
,
,7.875278554
,
,7.961774469
,8.409598538
,8.500279473
,8.450055759
,8.304966957
,8.145926642
,
,8.228235801
,8.200334509
,8.067801635
,8.537946392
9.00251141,8.496093586
8.988560764,8.45424078
,8.632812347
,9.839564059
,8.554687341
,8.517020422
8.994140502,8.469587011
8.819754822,8.339843573
8.719308262,8.218470175
,8.504464494
9.126673375,8.589563956
9.077845246,8.547712017
9.065290185,8.549107602
,
,8.359374824
,
,8.063615747
,7.883649462
,8.028739132
8.540735827,8.018973506
,7.982700438
8.483537657,7.975725982
,7.964564772
,7.79157381
,7.506975944
,7.388392849
,
,8.510045099
,8.067801635
,8.052454537
8.537946392,8.04129506
,7.972934812
,7.925502268
,7.745535983
,7.431640373
,7.301897802
,7.226562664
,
,8.754185744
9.179687392,8.628626459
9.256417681,8.717912677
,8.709542636
9.202008947,8.67187485
9.023437379,8.503068909
8.808593612,8.314732583
,7.952008843
,7.910156037
,7.805524456
,7.897600976
,8.812779499
,8.595145429
9.231305824,8.705357615
,8.716517091
9.164342028,8.652343599
9.082031134,8.568638854
8.688615799,8.196149488
8.476562334,7.982700438
,7.991071346
8.31194228,7.88504418
,8.007812295
,8.544921715
,8.529576351
9.136439001,8.611886378
,8.702567313
9.213170157,8.690011384
8.956473584,8.45424078
8.719308262,8.228235801
,8.042688911
,7.995257234
,7.872489119
,7.809710344
,8.33705327
8.747209554,8.27567008
,8.34402946
9.017857641,8.480748222
,8.416573862
,8.189173298
8.572823874,8.060826312
8.362165127,7.861327908
,7.700892875
8.166852611,7.663225957
,
,8.272879777
8.81696452,8.309151978
8.935546747,8.406808236
,8.387276984
,8.194754771
,8.010602598
,7.798549133
,7.650669161
,
,8.360770409
,8.377511358
,8.367745732
8.811383914,8.302176655
,8.162667591
,7.921317248
,7.804129738
,7.693917552
,7.731585337
9.016462056,8.489118263
9.136439001,8.597935731
9.044364216,8.528180766
,8.355188937
,8.21986576
,8.077567261
,7.894809806
,8.455636365
,8.342633875
,8.203124811
,8.539341977
9.17689709,8.676060738
9.068079621,8.57840448
8.996930805,8.497489171
,
9.122489222,8.646763861
9.179687392,8.670480133
,8.752790159
,8.673270435
9.041573913,8.564452966
8.797433268,8.299386352
,8.5463173
,8.51143895
8.886718618,8.399832913
8.989954614,8.51841514
8.987165179,8.483537657
8.899274546,8.503068909
8.957868301,8.508649514
,8.254743243
,7.777622296
8.345423311,7.858538473
,7.72739945
,7.756696327
,7.915736643
8.302176655,7.864118211
,7.657645351
,7.751116589
8.048270384,7.654855048
,8.070591938
8.260323849,7.787387922
,7.705077895
,7.785993204
,7.961774469
,8.140345169
,8.049665101
,7.614397828
,7.571149437
,7.668805695
,
8.727678302,8.316126433
8.796037683,8.314732583
8.734654493,8.233817274
8.962053322,8.480748222
9.253626511,8.775110846
9.221540198,8.766740806
9.146204627,8.684430779
,8.27567008
,8.090123189
8.604911055,8.180803257
,8.088727604
,8.342633875
8.727678302,8.233817274
,8.21568074
9.063895468,8.574218592
9.232701409,8.759765482
9.326171779,8.865792649
9.118303335,8.657923337
,8.374720188
,8.15987642
,8.212890437
,8.197545073
8.508649514,8.020368224
,8.210100135
8.632812347,8.162667591
8.964843624,8.479352637
9.316406154,8.832310751
9.287109276,8.818359237
9.200614229,8.749999857
,8.42912979
,8.152901965
8.724888867,8.246373202
,7.961774469
,7.816684799
8.450055759,7.972934812
,7.958984166
,8.161272005
8.93833705,8.448661042
8.977399553,8.533761371
,8.440290134
8.556082926,8.127790108
,7.961774469
,8.102678251
,7.76367165
,7.88783535
8.46121697,7.982700438
8.542131412,8.076171676
,8.222656063
,8.295201331
,8.176618237
,8.060826312
,8.069196353
,
,7.879464442
,8.048270384
8.636998235,8.147321359
,8.200334509
,8.210100135
,8.130579543
8.618860833,8.171037631
,8.214286022
,8.074776958
,8.058036009
,8.476562334
,8.542131412
9.041573913,8.572823874
,8.521204575
8.94252207,8.482142072
,8.263114151
8.752790159,8.285435706
8.918805798,8.437499831
,8.364954562
8.748605139,8.293805746
8.698381425,8.306360808
8.620256418,8.179407672
,8.359374824
8.833704601,8.385881399
8.773716996,8.324498209
,8.246373202
,8.171037631
8.436105113,8.031529435
8.2798551,7.889230068
,8.232421689
,8.388671702
8.787667642,8.334263835
,8.261718566
,
8.517020422,8.085937302
8.242187315,7.868304099
,7.766461953
,7.624163453
,7.716239106
,7.818080385
8.138951319,7.728794167
,7.700892875
,7.700892875
,7.57812476
,7.268415037
,
,
8.416573862,8.017577921
,7.741350963
,7.820870687
,7.804129738
,7.719028541
,7.720424126
,7.625558171
,7.276785945
,
,
,
,8.286829556
8.762555785,8.27706393
,8.42912979
,8.458426667
8.921595233,8.46261082
,8.374720188
,8.204520396
,7.840401939
,7.749721004
7.988281044,7.608817222
,7.732980055
8.737443928,8.274274495
,8.236607577
,8.441685719
,8.498883888
,8.515624837
,
8.632812347,8.212890437
8.288225141,7.924106683
,7.88085916
,7.739955378
,7.914341058
,8.087332887
,10.96540133
8.81696452,8.357980107
8.934152029,8.484933242
,8.553292623
8.865792649,8.416573862
8.683036061,8.263114151
,8.010602598
,7.840401939
8.164062308,7.770647841
,7.698102572
8.314732583,7.855747303
,8.011998183
,8.069196353
8.684430779,8.212890437
,8.268693889
,8.218470175
,8.055245707
,7.787387922
7.897600976,7.548827882
7.919921663,7.572544154
,
,7.938058197
8.479352637,8.055245707
8.655133901,8.201730094
8.667688962,8.233817274
8.543526997,8.111048291
,7.954799146
8.09430821,7.707868198
7.886439765,7.52511161
,
,7.942243217
,8.09151704
8.625837024,8.144531057
,8.155692267
,8.056640424
,7.830636313
,7.685546644
7.905971017,7.536272821
,7.607421637
,8.190568883
8.81417335,8.346818896
8.808593612,8.352399501
8.643973558,8.204520396
8.475167616,8.053850122
,7.917132228
,7.737165075
,8.152901965
,8.193359186
,7.996651952
9.105748274,8.60351547
9.352678354,8.843470227
,8.807198894
,8.480748222
,8.616071398
9.306640528,8.765345221
,8.925781121
,8.90624987
,8.899274546
,8.638392085
,8.247767053
,8.563058249
,8.523995745
,8.551897038
,
9.214564008,8.685826364
,8.744420119
,8.683036061
,8.412388841
,7.82366099
,7.921317248
,
8.438895416,7.88783535
8.656529486,8.21568074
8.643973558,8.12639539
,7.999442254
,7.960379751
,7.783202902
8.688615799,8.180803257
,7.900390411
,7.805524456
,7.900390411
,8.137555733
,8.543526997
,8.464006406
8.40122763,8.046874798
,7.840401939
,7.947823823
,8.180803257
,8.412388841
9.047154519,8.472376446
,8.415178276
,8.691406102
,8.978795138
9.47963149,9.056920144
,9.58007805
,8.812779499
8.987165179,8.563058249
9.027623267,8.724888867
,8.498883888
,8.543526997
,8.464006406
,8.433313943
,8.793248248
,9.00669643
,
,9.058313995
,8.911829608
9.122489222,8.78906236
9.080636416,8.705357615
,8.664899527
,8.258928264
,8.42912979
,8.346818896
,8.69559199
,9.05970958
9.609374928,9.234095259
,9.404296786
9.432198946,8.99832639
9.089006457,8.777902016
,8.752790159
,8.352399501
8.596540146,8.045480081
,8.236607577
,8.116629764
,8.314732583
,8.702567313
,8.840680792
,9.054129842
,8.706751466
,8.426339487
8.819754822,8.370536035
,
,8.198938924
8.75697518,8.232421689
8.769531108,8.242187315
,8.451451344
,8.51841514
,8.61467668
,8.286829556
,8.297990767
,8.257532679
,8.180803257
8.819754822,8.310546695
8.840680792,8.325892059
8.805803309,8.380301661
,8.353795086
,8.316126433
,8.240792597
,8.296595182
,8.106864138
8.948102676,8.410993256
,8.662109224
9.18387328,8.740234231
9.143415192,8.638392085
,8.634207932
8.903459567,8.464006406
,8.099888815
8.875558274,8.383091964
8.985770461,8.491907698
,8.348214481
,8.265904454
8.779296734,8.310546695
8.607701357,8.186383863
8.874162689,8.408202953
8.860212043,8.351004784
8.812779499,8.352399501
8.656529486,8.226841951
,8.164062308
8.500279473,8.028739132
8.352399501,7.890624786
8.804407724,8.351004784
8.932756444,8.438895416
,8.346818896
8.775110846,8.304966957
,
8.590959541,8.09849323
8.346818896,7.882254745
8.282645403,7.790179092
,7.586495668
,7.871093534
8.226841951,7.812499779
8.173827934,7.756696327
,7.749721004
,7.691127249
,7.519531005
,7.232142836
,
,
8.769531108,8.338448855
8.330077947,7.904575432
8.264508869,7.829241595
,7.82366099
,7.67857132
,7.667410977
,7.487444692
,7.202845959
,
,
,
,
8.886718618,8.477957919
9.00251141,8.517020422
8.949498261,8.505859211
,8.39704261
,8.232421689
8.410993256,8.000836972
8.165457893,7.69949729
8.15150638,7.686942229
8.011998183,7.554408488
,7.619977566
9.055524559,8.634207932
8.871373254,8.436105113
,8.505859211
8.94252207,8.512834535
8.804407724,8.36914045
,
,7.936663479
8.204520396,7.756696327
,7.787387922
,7.64229912
,7.734374773
,8.327287644
,8.395647025
,8.427734205
,8.483537657
,8.431920093
8.648157711,8.208704549
8.42912979,7.970145377
8.313336998,7.841796657
8.253348525,7.76785667
,7.698102572
,
8.543526997,8.108258856
8.563058249,8.136161016
8.537946392,8.123605087
,8.291015444
8.649553296,8.217076325
8.46121697,8.017577921
8.299386352,7.852957867
,7.6381141
7.94503352,7.459542532
,7.469308158
,
,8.038504758
,8.137555733
,8.198938924
,8.222656063
,8.003626408
8.2798551,7.82366099
,7.608817222
,7.495814733
,7.414899424
,8.119420067
8.602120752,8.184989145
,8.15987642
8.572823874,8.127790108
,8.006417578
,7.755301609
8.105468553,7.625558171
7.982700438,7.51674157
,7.499999753
8.715123241,8.27567008
8.935546747,8.476562334
,8.376115773
8.733258908,8.267298304
8.484933242,8.039899475
8.409598538,7.938058197
,7.707868198
8.717912677,8.232421689
,8.182198842
,
,
,8.198938924
,8.077567261
,8.286829556
8.634207932,8.247767053
